@relation 'cs415all-weka.filters.unsupervised.attribute.Discretize-D-B2-M-1.0-R33,34,35,36,44,46,48,50-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R37-weka.filters.unsupervised.attribute.Discretize-B7-M-1.0-R38-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51,50-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R50'

@attribute Code numeric
@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Male_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Female_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'CS Major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'ECE major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Standing {'\'(-inf-0.8]\'','\'(0.8-1.6]\'','\'(1.6-2.4]\'','\'(2.4-3.2]\'','\'(3.2-inf)\''}
@attribute 'Math Class' {'\'(-inf-0.857143]\'','\'(0.857143-1.714286]\'','\'(1.714286-2.571429]\'','\'(2.571429-3.428571]\'','\'(3.428571-4.285714]\'','\'(4.285714-5.142857]\'','\'(5.142857-inf)\''}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute 'Took 416_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '416 Grade' numeric
@attribute 'Took 515_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '515 Grade' numeric
@attribute 'Took 520_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '520 Grade' numeric
@attribute Semester {'\'(-inf-0.75]\'','\'(0.75-1.5]\'','\'(1.5-2.25]\'','\'(2.25-inf)\''}
@attribute 'Graduated with CS Degree_1' {'\'(-inf-0]\'','\'(0-inf)\''}

@data
156,0.61636,0.444444,1,0,0.8,0.430909,0,0.98,0.363636,0.636364,0.2875,0,0.75,0.5,0.75,0.745076,0,1,0.045455,0.363636,1,1,1,0,0,0.435,0.26,0.61,0.385,0.35,0.42,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.541179,-0.128717,-0.735,-0.437121,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
197,0.831399,0.666667,0.970588,0,0.2,0.888182,0.69,1,0,0.090909,0.75,0.5,1,0,0.25,0.962197,0.833333,1,0,0,1,1,1,0,0,0.965,0.95,0.98,0.655,0.57,0.74,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.897874,0.02707,-0.059,-0.059242,0,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',1.67,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
101,0.352323,0,0.666667,0.1,1,0.586364,0,1,0.090909,0.363636,0.275,0,0.6,0.5,1,0.905682,0.166667,1,0,0.090909,0.888889,0,1,0.111111,0.111111,0.1,0,0.2,0.26,0.2,0.32,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.553457,-0.318371,-0.671667,-0.134091,0.2,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
13,0.402857,0.205882,0.586207,0,1,0.473636,0,1,0.363636,0.545455,0.475,0,0.8,0.25,0.75,0.763409,0,1,0.136364,0.272727,0.555556,0,1,0.444444,0.444444,0.185,0.02,0.35,0.215,0,0.43,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.481256,-0.252201,-0.795,-0.019242,-0.1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
340,0.580245,0.352941,0.764706,0,0.6,0.697273,0,1,0.090909,0.272727,0.7625,0.6,0.9,0,0.25,0.920455,0.4,1,0,0.090909,1,1,1,0,0,0.325,0.15,0.5,0.445,0.39,0.5,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.695992,-0.121764,-0.468,0.068182,0,'\'(0.5-inf)\'',1.33,'\'(0.5-inf)\'',1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
245,0.706184,0.53125,0.911765,0,0.5,0.9,0.65,1,0,0.090909,0.875,0.7,1,0,0,0.841667,0,1,0.045455,0.136364,1,1,1,0,0,0.475,0.43,0.52,0.565,0.48,0.65,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.826689,-0.076993,-0.102667,-0.040909,0,'\'(0.5-inf)\'',1.33,'\'(0.5-inf)\'',1.33,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
184,0.772593,0.46875,0.970588,0,0.2,0.809091,0.21,1,0,0.181818,0.95,0.9,1,0,0,0.916439,0.333333,1,0,0.090909,1,1,1,0,0,0.45,0.42,0.48,0.56,0.53,0.59,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(4.285714-5.142857]\'',0.806768,-0.168797,-0.335667,0.014091,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
44,0.490267,0.222222,0.676471,0,1,0.787273,0.39,1,0,0.363636,0.55,0,1,0.25,0.75,0.912879,0.5,1,0,0.090909,1,1,1,0,0,0.45,0.44,0.46,0.43,0.29,0.57,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.721911,-0.165829,-0.094,0.043939,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
138,0.928398,0.805556,1,0,0,0.966364,0.92,1,0,0,0.925,0.8,1,0,0,0.982576,0.75,1,0,0,1,1,1,0,0,1,1,1,0.63,0.56,0.7,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.959924,-0.015048,-0.015333,-0.025758,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
332,0.669524,0.527778,0.823529,0,0.6,0.688182,0,1,0.090909,0.363636,0.55,0,0.9,0.25,0.5,0.853788,0,1,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.45,0.05,0.85,0.425,0.36,0.49,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.695716,-0.12614,-0.488,-0.137879,-0.25,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
59,0.826207,0.7,0.941176,0,0,0.9,0.68,1,0,0.090909,0.725,0,1,0.25,0.25,0.978409,0.75,1,0,0,0.555556,0,1,0.444444,0.444444,0.875,0.75,1,0.64,0.54,0.74,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.877016,0.073567,0.011,-0.043182,-1,'\'(0.5-inf)\'',0.67,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
71,0.070588,0,0.705882,0.9,0.9,0.159091,0,1,0.818182,0.818182,0,0,0,1,1,0.225,0,1,0.772727,0.772727,0.222222,0,1,0.777778,0.777778,0,0,0,0,0,0,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.131511,-0.141176,-0.291667,-0.277273,-0.4,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
373,0.932189,0.794118,1,0,0,0.958182,0.85,1,0,0,0.9,0.6,1,0,0.25,0.957197,0.775,1,0,0,1,1,1,0,0,0.99,0.98,1,0.69,0.57,0.81,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.956568,0.090524,0.007,-0.037121,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',2,'\'(0.75-1.5]\'','\'(-inf-0]\''
116,0.318824,0.117647,0.617647,0,1,0.424545,0,0.96,0.363636,0.636364,0.35,0,0.8,0.5,0.75,0.755303,0,1,0.045455,0.363636,0.444444,0,1,0.555556,0.555556,0.09,0,0.18,0.2,0.08,0.32,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.42474,-0.273433,-0.723333,0.013636,0.1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
284,0.906263,0.766667,1,0,0,0.941818,0.84,1,0,0,0.475,0,1,0.5,0.5,0.950758,0.6,1,0,0.045455,0.666667,0,1,0.333333,0.333333,1,1,1,0.675,0.58,0.77,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.917595,0.047441,-0.080333,-0.071212,-0.3,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',2,'\'(0.75-1.5]\'','\'(-inf-0]\''
350,0.728312,0.555556,0.972222,0,0.5,0.743636,0.3,1,0,0.363636,0.2,0,0.7,0.5,0.75,0.908712,0.1,1,0,0.090909,1,1,1,0,0,0.43,0.38,0.48,0.515,0.41,0.62,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.741976,0.026546,-0.267,0.017424,0,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
150,0.2814,0,0.655172,0.5,1,0.171818,0,1,0.818182,0.818182,0.175,0,0.7,0.75,0.75,0.40303,0,1,0.5,0.636364,0,0,0,1,1,0.09,0,0.18,0.185,0,0.37,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.221255,-0.562799,-0.315,-0.548485,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
93,0.884882,0,1,0.1,0.1,0.991818,0.95,1,0,0,0.75,0,1,0.25,0.25,1,1,1,0,0,1,1,1,0,0,1,1,1,0.695,0.58,0.81,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.967946,-0.216904,0.015,0,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3.33,'\'(0.75-1.5]\'','\'(-inf-0]\''
361,0.694667,0,0.911765,0.1,0.3,0.457273,0,1,0.272727,0.636364,0.35,0,0.8,0.5,0.75,0.908712,0.375,1,0,0.181818,0.777778,0,1,0.222222,0.222222,0.96,0.92,1,0.585,0.48,0.69,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.633341,-0.074219,-0.596333,-0.182576,-0.5,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
387,0.553892,0.176471,0.78125,0,0.7,0.678182,0,1,0.090909,0.272727,0.75,0.5,1,0,0.5,0.916061,0.6,1,0,0.090909,0.777778,0,1,0.222222,0.222222,0.485,0.4,0.57,0.405,0.36,0.45,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.679185,-0.308029,-0.477,-0.089697,0.4,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
2,0.154379,0,0.588235,0.7,1,0.38,0,0.99,0.545455,0.545455,0.375,0,0.8,0.5,0.5,0.427273,0,1,0.5,0.590909,0.333333,0,1,0.666667,0.666667,0.215,0,0.43,0.19,0,0.38,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.329534,-0.153203,-0.374,-0.536364,-0.6,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
179,0.488587,0,0.866667,0.3,0.6,0.937273,0.85,1,0,0,0.8375,0.75,1,0,0,0.914773,0.125,1,0,0.090909,1,1,1,0,0,0.875,0.75,1,0.595,0.43,0.76,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.842344,-0.150376,-0.042667,-0.052273,0,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
111,0.787525,0.666667,0.875,0,0.1,0.917273,0.8,1,0,0,0.6,0,1,0.25,0.5,0.938333,0.6,1,0,0.090909,1,1,1,0,0,0.855,0.71,1,0.525,0.39,0.66,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.877016,0.027483,-0.042667,-0.116061,0,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',1,'\'(0.5-inf)\'',0,'\'(0.75-1.5]\'','\'(-inf-0]\''
189,0.802895,0.689655,0.882353,0,0.1,0.550909,0,1,0.272727,0.545455,0.5,0,0.9,0.25,0.5,0.471061,0,1,0.454545,0.545455,0.888889,0,1,0.111111,0.111111,0.645,0.55,0.74,0.6,0.49,0.71,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.623082,0.006546,-0.705667,-0.054242,-0.25,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
278,0.880524,0.75,0.944444,0,0,0.945455,0.83,1,0,0,0.65,0.2,1,0,0.5,0.937121,0,1,0.045455,0.045455,0.888889,0,1,0.111111,0.111111,1,1,1,0.66,0.55,0.77,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.925291,0.007906,-0.043,-0.089394,-0.25,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',3,'\'(0.5-inf)\'',2.67,'\'(0.75-1.5]\'','\'(-inf-0]\''
368,0.572227,0.352941,0.793103,0,0.8,0.377273,0,1,0.545455,0.636364,0.25,0,0.8,0.5,0.75,0.531818,0,1,0.318182,0.5,0.888889,0,1,0.111111,0.111111,0,0,0,0.2,0,0.4,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.422278,-0.162346,-0.691667,-0.575758,0.2,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
282,0.696228,0.5,0.931034,0,0.6,0.961818,0.9,1,0,0,0.85,0.6,1,0,0.25,0.92803,0.375,1,0,0.090909,1,1,1,0,0,0.685,0.57,0.8,0.59,0.48,0.7,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.881807,-0.198339,0.007667,-0.125758,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
8,0.70713,0,1,0.1,0.2,0.744545,0.07,1,0,0.363636,0.55,0.1,1,0,0.75,0.820833,0,1,0.090909,0.181818,0.333333,0,1,0.666667,0.666667,0.945,0.9,0.99,0.565,0.46,0.67,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.741686,0.116705,-0.345667,-0.285606,-0.6,'\'(0.5-inf)\'',1.67,'\'(0.5-inf)\'',1.33,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
122,0.700001,0.5,0.90625,0,0.5,0.729091,0,1,0.090909,0.272727,0.7,0.3,1,0,0.5,0.9375,0.6,1,0,0.045455,1,1,1,0,0,0.645,0.59,0.7,0.485,0.47,0.5,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.758423,-0.275818,-0.563,-0.097727,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
288,0.608666,0.375,0.733333,0,0.7,0.941818,0.76,1,0,0,0.75,0.6,1,0,0.5,0.970076,0.8,1,0,0,0.777778,0,1,0.222222,0.222222,0.57,0.43,0.71,0.435,0.4,0.47,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.830713,-0.037267,0.018667,-0.014394,-0.5,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
320,0.796045,0.694444,0.882353,0,0.1,0.958182,0.88,1,0,0,0.85,0.6,1,0,0.25,0.9375,0.6,1,0,0.045455,1,1,1,0,0,0.55,0.52,0.58,0.545,0.45,0.64,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.886842,-0.042172,-0.040667,0.002273,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
275,0.29691,0,0.65625,0.5,1,0,0,0,1,1,0,0,0,1,1,0.350455,0,1,0.454545,0.681818,0.222222,0,1,0.777778,0.777778,0.325,0,0.65,0.145,0,0.29,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.150975,-0.593819,0,-0.616061,-0.4,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
177,0.984142,0.933333,1,0,0,0.999091,0.99,1,0,0,0.925,0.8,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0.71,0.6,0.82,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(3.428571-4.285714]\'',0.994916,0.019951,-0.002,0,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.75-1.5]\'','\'(-inf-0]\''
63,0.78829,0.666667,0.970588,0,0.2,0.905455,0.62,1,0,0.090909,0.875,0.7,1,0,0,0.900758,0.416667,1,0,0.045455,0.888889,0,1,0.111111,0.111111,0.675,0.6,0.75,0.625,0.48,0.77,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.865186,0.065496,-0.050333,-0.062121,0.2,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
25,0.916163,0.705882,1,0,0,0.865455,0,1,0.090909,0.090909,0.6125,0,0.9,0.25,0.25,0.92803,0,1,0.045455,0.045455,0.666667,0,1,0.333333,0.333333,1,1,1,0.635,0.5,0.77,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.878669,-0.009941,-0.222667,0.119697,-0.3,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',2,'\'(0.75-1.5]\'','\'(-inf-0]\''
363,0.185098,0,0.8,0.7,0.9,0.315455,0,1,0.545455,0.727273,0,0,0,1,1,0.181818,0,1,0.818182,0.818182,0.111111,0,1,0.888889,0.888889,0.325,0,0.65,0,0,0,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(3.428571-4.285714]\'',0.236117,-0.370196,-0.578333,-0.363636,-0.2,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
267,0.927279,0.805556,1,0,0,0.943636,0.84,1,0,0,0.875,0.7,1,0,0,0.930682,0,1,0.045455,0.045455,1,1,1,0,0,1,1,1,0.65,0.54,0.76,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(4.285714-5.142857]\'',0.941356,-0.059216,-0.028667,0.097727,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.75-1.5]\'','\'(-inf-0]\''
194,0.880724,0.764706,1,0,0,0.956364,0.89,1,0,0,0.975,0.9,1,0,0,0.934848,0.4,1,0,0.045455,1,1,1,0,0,1,1,1,0.67,0.56,0.78,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.943906,0.056198,-0.008,-0.039394,0,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
92,0.708459,0.413793,0.96875,0,0.5,0.864545,0.44,1,0,0.090909,0.75,0.6,1,0,0.5,0.82803,0,1,0.090909,0.181818,0.888889,0,1,0.111111,0.111111,0.975,0.95,1,0.51,0.38,0.64,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.826455,0.038802,-0.136667,0.310606,-0.25,'\'(0.5-inf)\'',1,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
83,0.816967,0,1,0.1,0.1,0.651818,0,1,0.272727,0.272727,0.825,0.6,1,0,0.25,0.957576,0.533333,1,0,0.045455,0.666667,0,1,0.333333,0.333333,0.91,0.82,1,0.655,0.53,0.78,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(1.714286-2.571429]\'',0.764626,-0.183933,-0.249,-0.057576,-0.3,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
286,0.865728,0.793103,1,0,0,0.850909,0,1,0.090909,0.181818,0.5,0,0.9,0.25,0.75,0.87553,0,1,0.090909,0.090909,0.888889,0,1,0.111111,0.111111,0.99,0.98,1,0.61,0.52,0.7,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.859961,0.000734,-0.317,0.00197,-0.25,'\'(0.5-inf)\'',3.33,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',1,'\'(0.75-1.5]\'','\'(-inf-0]\''
